,,,Number,Type,2012,2013,2014,2015
29041,Chariton,MO,2,  Private goods-producing industries,46550,54131,58807,46632
29041,Chariton,MO,3,  Private services-providing industries,97901,103995,101953,104304
29041,Chariton,MO,4,  Government and government enterprises,24552,24070,23662,23350
29043,Christian,MO,1,All Industries,1134320,1170539,1178160,1215996
29043,Christian,MO,2,  Private goods-producing industries,192902,202876,215717,222606
29043,Christian,MO,3,  Private services-providing industries,762354,783590,776714,808140
29043,Christian,MO,4,  Government and government enterprises,179064,184073,185598,185320
29045,Clark,MO,1,All Industries,118996,122693,121516,108624
29045,Clark,MO,2,  Private goods-producing industries,32283,(D),40667,30308
29045,Clark,MO,3,  Private services-providing industries,62884,(D),57844,54822
29045,Clark,MO,4,  Government and government enterprises,23828,23775,23165,22771
29047,Clay,MO,1,All Industries,9028465,9474991,9690387,9871821
29047,Clay,MO,2,  Private goods-producing industries,1620043,1656462,1742801,1805187
29047,Clay,MO,3,  Private services-providing industries,6299018,6723964,6829398,6901382
29047,Clay,MO,4,  Government and government enterprises,1109404,1095474,1118237,1162210
29049,Clinton,MO,1,All Industries,271799,281686,276335,262300
29049,Clinton,MO,2,  Private goods-producing industries,45630,51048,51271,45621
29049,Clinton,MO,3,  Private services-providing industries,158356,165331,161125,153377
29049,Clinton,MO,4,  Government and government enterprises,67813,65312,63931,63149
29051,Cole,MO,1,All Industries,4133387,4163911,4048903,4045629
29051,Cole,MO,2,  Private goods-producing industries,450681,450054,425057,382175
29051,Cole,MO,3,  Private services-providing industries,2328986,2341902,2279482,2337423
29051,Cole,MO,4,  Government and government enterprises,1353721,1371874,1344142,1327991
29053,Cooper,MO,1,All Industries,389248,421075,429079,423829
29053,Cooper,MO,2,  Private goods-producing industries,86029,82245,86029,72425
29053,Cooper,MO,3,  Private services-providing industries,231599,266889,273681,280381
29053,Cooper,MO,4,  Government and government enterprises,71620,72019,69519,70584
29055,Crawford,MO,1,All Industries,457066,467453,439139,446312
29055,Crawford,MO,2,  Private goods-producing industries,169067,184398,169679,171316
29055,Crawford,MO,3,  Private services-providing industries,234660,229638,217614,224001
29055,Crawford,MO,4,  Government and government enterprises,53339,53540,51875,51053
29057,Dade,MO,1,All Industries,125579,130423,131183,123278
29057,Dade,MO,2,  Private goods-producing industries,53416,54944,57056,51988
29057,Dade,MO,3,  Private services-providing industries,46595,49628,49241,46264
29057,Dade,MO,4,  Government and government enterprises,25568,25857,24918,24934
29059,Dallas,MO,1,All Industries,185154,193731,194512,201087
29059,Dallas,MO,2,  Private goods-producing industries,38963,41757,46486,46280
29059,Dallas,MO,3,  Private services-providing industries,107435,114039,111523,119855
29059,Dallas,MO,4,  Government and government enterprises,38756,37952,36573,35051
29061,Daviess,MO,1,All Industries,152968,142158,142156,134544
29061,Daviess,MO,2,  Private goods-producing industries,72636,60792,63591,55145
29061,Daviess,MO,3,  Private services-providing industries,54182,55258,52690,53684
29061,Daviess,MO,4,  Government and government enterprises,26150,26100,25917,25334
29063,DeKalb,MO,1,All Industries,251895,260237,270652,259870
29063,DeKalb,MO,2,  Private goods-producing industries,25077,(D),33410,(D)
29063,DeKalb,MO,3,  Private services-providing industries,157866,(D),164764,(D)
29063,DeKalb,MO,4,  Government and government enterprises,68953,72861,72537,70735
29065,Dent,MO,1,All Industries,253788,252727,240410,228364
29065,Dent,MO,2,  Private goods-producing industries,45298,44000,41304,39601
29065,Dent,MO,3,  Private services-providing industries,154744,154439,144721,134067
29065,Dent,MO,4,  Government and government enterprises,53746,54301,54371,54587
29067,Douglas,MO,1,All Industries,154208,160242,165094,158687
29067,Douglas,MO,2,  Private goods-producing industries,53500,59330,67645,63338
29067,Douglas,MO,3,  Private services-providing industries,72232,73598,70236,68786
29067,Douglas,MO,4,  Government and government enterprises,28476,27297,27146,26492
29069,Dunklin,MO,1,All Industries,818981,758415,735490,708820
29069,Dunklin,MO,2,  Private goods-producing industries,127548,127113,130629,113293
29069,Dunklin,MO,3,  Private services-providing industries,592444,533355,510495,502191
29069,Dunklin,MO,4,  Government and government enterprises,98988,97859,94362,92340
29071,Franklin,MO,1,All Industries,3440030,3552797,3451510,3545089
29071,Franklin,MO,2,  Private goods-producing industries,960252,940869,947060,1021149
29071,Franklin,MO,3,  Private services-providing industries,2193368,2326041,2220216,2243312
29071,Franklin,MO,4,  Government and government enterprises,286411,285893,284564,281466
29073,Gasconade,MO,1,All Industries,328451,340001,341033,337301
29073,Gasconade,MO,2,  Private goods-producing industries,114039,124540,126392,122977
29073,Gasconade,MO,3,  Private services-providing industries,153670,156111,157287,158166
29073,Gasconade,MO,4,  Government and government enterprises,60743,59388,57442,56234
29075,Gentry,MO,1,All Industries,188389,179653,176060,162315
29075,Gentry,MO,2,  Private goods-producing industries,50090,54336,64167,51889
29075,Gentry,MO,3,  Private services-providing industries,113938,100901,87887,86418
29075,Gentry,MO,4,  Government and government enterprises,24361,24377,24252,23278
29077,Greene,MO,1,All Industries,13139456,12859708,13653418,14688121
29077,Greene,MO,2,  Private goods-producing industries,1514020,1444700,1481817,1743953
29077,Greene,MO,3,  Private services-providing industries,10249719,10031929,10789330,11562168
29077,Greene,MO,4,  Government and government enterprises,1375717,1382921,1384645,1382658
29079,Grundy,MO,1,All Industries,275107,286500,310865,346414
29079,Grundy,MO,2,  Private goods-producing industries,105926,116758,142270,173738
29079,Grundy,MO,3,  Private services-providing industries,116939,117122,116860,121693
29079,Grundy,MO,4,  Government and government enterprises,52241,52644,51853,50875
29081,Harrison,MO,1,All Industries,174418,177999,177396,174107
29081,Harrison,MO,2,  Private goods-producing industries,25566,32710,36285,29456
29081,Harrison,MO,3,  Private services-providing industries,107705,103992,96997,99802
29081,Harrison,MO,4,  Government and government enterprises,41147,41303,44213,44033
29083,Henry,MO,1,All Industries,581140,656806,651880,617290
29083,Henry,MO,2,  Private goods-producing industries,126017,135341,136224,166362
29083,Henry,MO,3,  Private services-providing industries,342454,404717,400062,338618
29083,Henry,MO,4,  Government and government enterprises,112669,116752,115660,114622
29085,Hickory,MO,1,All Industries,76405,79656,79038,76103
29085,Hickory,MO,2,  Private goods-producing industries,19485,19246,20068,17661
29085,Hickory,MO,3,  Private services-providing industries,37757,41650,40390,40490
29085,Hickory,MO,4,  Government and government enterprises,19163,18769,18596,17858
29087,Holt,MO,1,All Industries,114245,122104,122096,120730
29087,Holt,MO,2,  Private goods-producing industries,38844,43545,45827,43582
29087,Holt,MO,3,  Private services-providing industries,58496,62355,60702,61227
29087,Holt,MO,4,  Government and government enterprises,16906,16236,15707,15849
29089,Howard,MO,1,All Industries,163829,170514,175462,177179
29089,Howard,MO,2,  Private goods-producing industries,46175,48925,53227,47542
29089,Howard,MO,3,  Private services-providing industries,92814,97555,97967,105063
29089,Howard,MO,4,  Government and government enterprises,24840,24038,24281,24344
29091,Howell,MO,1,All Industries,1016906,1076744,1004194,1046228
29091,Howell,MO,2,  Private goods-producing industries,244254,245908,240066,256583
29091,Howell,MO,3,  Private services-providing industries,643042,701590,633188,659187
29091,Howell,MO,4,  Government and government enterprises,129610,129470,130556,130048
29093,Iron,MO,1,All Industries,392350,405510,390686,380644
29093,Iron,MO,2,  Private goods-producing industries,269038,271474,252732,219522
29093,Iron,MO,3,  Private services-providing industries,89936,99175,101611,111936
29093,Iron,MO,4,  Government and government enterprises,33377,34491,34858,42505
29095,Jackson,MO,1,All Industries,42825544,42449396,42519911,43423188
29095,Jackson,MO,2,  Private goods-producing industries,4855988,4851342,4657692,5021771
29095,Jackson,MO,3,  Private services-providing industries,32677294,32413685,32794669,33368913
29095,Jackson,MO,4,  Government and government enterprises,5292262,5184508,5071006,5031798
29097,Jasper,MO,1,All Industries,4565580,4499400,4457479,4396540
29097,Jasper,MO,2,  Private goods-producing industries,1062521,1056709,1076432,1089963
29097,Jasper,MO,3,  Private services-providing industries,3063266,3008387,2958795,2906084
29097,Jasper,MO,4,  Government and government enterprises,439793,434355,422976,402181
29099,Jefferson,MO,1,All Industries,3961760,4218444,4151081,4297673
29099,Jefferson,MO,2,  Private goods-producing industries,777308,975109,964265,1120334
29099,Jefferson,MO,3,  Private services-providing industries,2602790,2662895,2606037,2609489
29099,Jefferson,MO,4,  Government and government enterprises,581663,581541,581766,570065
29101,Johnson,MO,1,All Industries,1439267,1658289,1826034,1964519
29101,Johnson,MO,2,  Private goods-producing industries,182468,208676,190741,165943
29101,Johnson,MO,3,  Private services-providing industries,430539,621377,800349,965899
29101,Johnson,MO,4,  Government and government enterprises,826261,828100,833702,828778
29103,Knox,MO,1,All Industries,87372,89516,89483,87102
29103,Knox,MO,2,  Private goods-producing industries,33565,36824,37520,33270
29103,Knox,MO,3,  Private services-providing industries,39119,38275,38133,39949
29103,Knox,MO,4,  Government and government enterprises,14688,14412,13844,13578
29105,Laclede,MO,1,All Industries,800028,794172,782945,820977
29105,Laclede,MO,2,  Private goods-producing industries,292964,284258,281967,304640
29105,Laclede,MO,3,  Private services-providing industries,415331,418271,409567,425267
29105,Laclede,MO,4,  Government and government enterprises,91733,91695,91404,90912
29107,Lafayette,MO,1,All Industries,675935,691394,694309,704775
29107,Lafayette,MO,2,  Private goods-producing industries,133775,146712,147598,147130
29107,Lafayette,MO,3,  Private services-providing industries,419399,420863,425299,437792
29107,Lafayette,MO,4,  Government and government enterprises,122761,123774,121416,119884
29109,Lawrence,MO,1,All Industries,650485,685263,700187,711798
29109,Lawrence,MO,2,  Private goods-producing industries,202828,212890,234866,251662
29109,Lawrence,MO,3,  Private services-providing industries,310564,336726,332210,337894
29109,Lawrence,MO,4,  Government and government enterprises,137093,135698,133470,123574
29111,Lewis,MO,1,All Industries,181184,184452,183661,177995
29111,Lewis,MO,2,  Private goods-producing industries,38080,47204,50060,42077
29111,Lewis,MO,3,  Private services-providing industries,111208,105677,102595,104658
29111,Lewis,MO,4,  Government and government enterprises,31896,31609,31161,30527
29113,Lincoln,MO,1,All Industries,816881,879446,877884,879145
29113,Lincoln,MO,2,  Private goods-producing industries,233162,240490,236803,245169
29113,Lincoln,MO,3,  Private services-providing industries,423127,475903,478738,493366
29113,Lincoln,MO,4,  Government and government enterprises,160592,162889,162054,141405
29115,Linn,MO,1,All Industries,428795,374963,353024,339415
29115,Linn,MO,2,  Private goods-producing industries,88145,90678,93278,87187
29115,Linn,MO,3,  Private services-providing industries,296414,240491,216170,209345
29115,Linn,MO,4,  Government and government enterprises,44236,43788,43671,42846
29117,Livingston,MO,1,All Industries,433235,457075,448398,426977
29117,Livingston,MO,2,  Private goods-producing industries,93087,90564,93031,79228
29117,Livingston,MO,3,  Private services-providing industries,262462,286962,276353,268773
29117,Livingston,MO,4,  Government and government enterprises,77686,79551,79033,78514
29119,McDonald,MO,1,All Industries,397348,406806,417146,470849
29119,McDonald,MO,2,  Private goods-producing industries,175252,185131,198868,253723
29119,McDonald,MO,3,  Private services-providing industries,162462,163074,160170,159871
29119,McDonald,MO,4,  Government and government enterprises,59633,58611,58171,57977
29121,Macon,MO,1,All Industries,331491,334706,342344,349872
29121,Macon,MO,2,  Private goods-producing industries,65450,63645,66729,70509
